Class;Coverage;Estimate Complexity
SerializationStreamProvider;[90%-100%];1.0
SerializeResourceReferenceException;[30%-40%];1.0
SerializedFilesMimeMessageFactory;[70%-80%];1.0
SerializedFilesMimeMessageIterator;[90%-100%];1.55
ServicesScriptContextInitializer;[90%-100%];1.0
ServicesVelocityContextInitializer;[90%-100%];1.0
ServletApplicationContext;[60%-70%];1.0
ServletContainerExecutor;[70%-80%];3.2
ServletEngine;[90%-100%];1.0
ServletRequest;[80%-90%];1.55
ServletResponse;[60%-70%];1.0
ServletSession;[30%-40%];1.0
SetCharacterEncodingFilter;[70%-80%];2.65
SetExtensionPropertySerializer;[90%-100%];1.0
SetHTTPHeaderFilter;[80%-90%];1.55
SetThreadNameServletRequestListener;[80%-90%];2.65
ShareDialog;[90%-100%];1.0
ShareResultDialog;[90%-100%];1.0
ShareableViewPage;[90%-100%];1.0
SheetClassDocumentInitializer;[90%-100%];1.0
SheetDocumentDisplayer;[90%-100%];2.38
SheetScriptService;[70%-80%];1.55
SignatureClassDocumentInitializer;[90%-100%];1.0
SignedMacroBlockReferenceResolver;[80%-90%];4.03
SimilarityCalculator;[80%-90%];10.08
SimpleChartModel;[60%-70%];1.55
SimpleSearchPane;[90%-100%];1.0
SingleAnnotationRESTResource;[20%-30%];4.03
SkinAction;[30%-40%];3.48
SkinEnvironmentResource;[90%-100%];1.55
SkinExtensionAsync;[90%-100%];1.0
SkinExtensionAsyncContextHandler;[80%-90%];2.38
SkinExtensionInfo;[90%-100%];1.0
SkinExtensionPluginApi;[70%-80%];1.0
SkinFileExtensionPluginApi;[90%-100%];1.0
SkinListener;[90%-100%];1.55
SkinsResourceReference;[90%-100%];1.0
SkinsResourceReferenceResolver;[90%-100%];1.0
SkipEntityException;[90%-100%];1.0
SnuggleTexFormulaRenderer;[90%-100%];1.0
SnuggleTexFormulaRenderer.CustomMathMLImageSavingCallback;[70%-80%];1.0
SoftCache;[90%-100%];1.55
SolrDocumentReferenceResolver;[90%-100%];1.0
SolrEntityReferenceResolver;[70%-80%];2.65
SolrException;[30%-40%];1.0
SolrFieldStringEntityReferenceResolver;[80%-90%];3.2
SolrIndexEventListener;[80%-90%];5.12
SolrIndexInitializeListener;[80%-90%];1.55
SolrIndexerException;[30%-40%];1.0
SolrInstanceProvider;[90%-100%];1.55
SolrQueryExecutor;[80%-90%];3.48
SolrTestUtils;[90%-100%];1.55
SortByIdFilter;[90%-100%];1.0
SortByIdFilter.UIExtensionIdComparator;[90%-100%];1.0
SortByParameterFilter;[80%-90%];3.2
SortByParameterFilter.UIExtensionParameterComparator;[90%-100%];2.65
SortClauseComparator;[20%-30%];2.38
SortedEvent;[30%-40%];1.0
SpaceAttachmentsResourceImpl;[90%-100%];1.0
SpaceBlock;[30%-40%];1.0
SpaceComponentManager;[90%-100%];1.0
SpaceComponentManagerFactory;[90%-100%];1.0
SpaceEditorBindingsSource;[70%-80%];1.55
SpaceIndexPage;[50%-60%];1.0
SpaceNormalizerContentAlterer;[90%-100%];10.9
SpacePreferencesConfigurationSource;[90%-100%];1.55
SpaceReferenceTypeSerializer;[80%-90%];4.03
SpaceResourceImpl;[70%-80%];3.2
SpaceResourceReference;[10%-20%];1.55
SpaceResourceReferenceEntityReferenceResolver;[90%-100%];1.0
SpaceResourceReferenceTypeParser;[30%-40%];1.0
SpaceTreeNode;[40%-50%];2.65
SpacesConfigurationSource;[90%-100%];1.0
SpacesEditorBindingsSource;[90%-100%];1.0
SpacesMacroPage;[90%-100%];1.0
SpacesMacroPane;[90%-100%];1.55
SpacesResourceImpl;[70%-80%];4.03
SpecialSymbolBlock;[30%-40%];1.55
SplitValueQueryFilter;[80%-90%];1.55
SsxAction;[30%-40%];1.0
SsxExportURLFactoryActionHandler;[90%-100%];1.0
StAXUtils;[60%-70%];2.65
StackingComponentEventManager;[90%-100%];1.55
StackingComponentEventManager.ComponentEventEntry;[90%-100%];1.0
StandAloneMacroFilter;[30%-40%];5.95
StandardEnvironment;[70%-80%];2.65
StandardExtendedURLResourceReferenceResolver;[90%-100%];1.0
StandardExtendedURLResourceReferenceSerializer;[90%-100%];1.0
StandardExtendedURLResourceTypeResolver;[90%-100%];1.55
StartsWith;[30%-40%];1.0
StaticListClass;[90%-100%];2.38
StaticListClassEditElement;[90%-100%];1.55
StaticListClassEditElement.DisplayType;[90%-100%];1.0
StaticListClassFieldEditPane;[80%-90%];1.55
StaticListItemsEditor;[80%-90%];1.0
StaticListMetaClass;[90%-100%];1.0
StatsService;[10%-20%];1.55
StatsUtil;[40%-50%];2.65
StatusListener;[30%-40%];1.0
StoreConfiguration;[70%-80%];1.55
StreamProviderFileSerializer;[90%-100%];3.2
StrikedOutTagHandler;[90%-100%];1.0
StringClass;[80%-90%];1.55
StringExtensionPropertySerializer;[90%-100%];1.0
StringFileAssertComparator;[30%-40%];1.0
StringInputSource;[90%-100%];1.0
StringListProperty;[30%-40%];1.0
StringMetaClass;[90%-100%];1.0
StringResource;[30%-40%];1.0
StringUtils;[90%-100%];3.2
StringUtilsTest;[90%-100%];1.0
StringValueNode;[30%-40%];1.0
StringWriterOutputTarget;[90%-100%];1.0
StripperFilter;[90%-100%];1.0
StyleFilter;[80%-90%];4.03
StyleSheetExtensionDocumentInitializer;[90%-100%];1.0
SubScriptTagHandler;[90%-100%];1.0
SuccessMessageMacro;[90%-100%];1.0
SuggestClassFieldEditPane;[80%-90%];1.55
SuggestInputElement;[80%-90%];1.0
SuggestInputElement.SuggestionElement;[60%-70%];1.0
SuperAdminAuthenticationRule;[90%-100%];1.0
SuperScriptTagHandler;[90%-100%];1.0
SxDocumentSource;[80%-90%];3.48
SyndEntryDocumentSource;[30%-40%];2.38
SyndEntryDocumentSource.PropertySelector;[60%-70%];1.55
SyndEntrySourceApi;[20%-30%];1.55
Syntax;[80%-90%];1.55
SyntaxContent;[90%-100%];1.0
SyntaxContentEditScriptService;[80%-90%];1.55
SyntaxContentEditorConfiguration;[30%-40%];1.0
SyntaxConverter;[90%-100%];3.2
SyntaxType;[80%-90%];1.55
SyntaxWrappingListener;[90%-100%];1.0
SyntaxesResourceImpl;[90%-100%];1.0
System;[70%-80%];1.55
SystemType;[70%-80%];1.55
SystemUserNotificationFilter;[90%-100%];1.55
TOCGenerator;[10%-20%];6.78
TWikiParser;[90%-100%];1.0
TableBlock;[90%-100%];1.0
TableCategoryDatasetBuilder;[80%-90%];1.55
TableCellBlock;[90%-100%];1.0
TableCellStackingInlineContentChainingListener;[30%-40%];1.0
TableDataTagHandler;[90%-100%];1.0
TableElement;[50%-60%];2.65
TableHeadCellBlock;[90%-100%];1.0
TableHeadCellStackingInlineContentChainingListener;[30%-40%];1.0
TablePieDatasetBuilder;[90%-100%];1.0
TableRowBlock;[90%-100%];1.0
TableRowTagHandler;[90%-100%];1.0
TableTagHandler;[90%-100%];1.0
TagClassDocumentInitializer;[90%-100%];1.0
TagHandler;[90%-100%];1.55
TagNotificationFilterPreference;[40%-50%];1.0
TagPage;[80%-90%];1.0
TagParamUtils;[80%-90%];1.55
TagParamUtils.HQLInListParser;[80%-90%];3.48
TagQueryUtils;[70%-80%];3.2
TagStack;[80%-90%];2.65
TaggablePage;[80%-90%];1.0
TagsResourceImpl;[90%-100%];1.55
TargetDocumentDescriptor;[40%-50%];1.55
TempResourceAction;[80%-90%];2.65
TemplateDeletedEvent;[40%-50%];1.0
TemplateEnvironmentResource;[30%-40%];1.0
TemplateLESSSource;[80%-90%];1.55
TemplateListener;[20%-30%];4.3
TemplateMacroParametersTemplateMimeBodyPartFactory;[90%-100%];1.0
TemplateMimeMessageFactory;[90%-100%];1.0
TemplateProviderInlinePage;[20%-30%];1.55
TemplateScriptService;[30%-40%];1.0
TemplateUpdatedEvent;[40%-50%];1.0
TemplatesAdministrationSectionPage;[80%-90%];1.0
TemporaryResourceReference;[80%-90%];1.0
TemporaryResourceReferenceHandler;[20%-30%];1.55
Test;[10%-20%];1.55
TestBasicGroupedJob;[50%-60%];1.0
TestBean;[60%-70%];1.0
TestBeanError;[20%-30%];1.0
TestBoxMacro;[90%-100%];1.0
TestClass;[90%-100%];1.0
TestComponent;[90%-100%];1.0
TestConfiguration;[80%-90%];1.55
TestContentMacro;[90%-100%];1.0
TestData;[70%-80%];1.55
TestDataConfiguration;[50%-60%];1.55
TestDataGenerator;[80%-90%];1.55
TestDataGenerator;[90%-100%];4.03
TestDataParser;[80%-90%];4.85
TestDataParser;[90%-100%];5.12
TestDebugger;[70%-80%];1.55
TestExtensionClassLoader;[90%-100%];3.2
TestExtensionHandler;[90%-100%];1.55
TestFailingMacro;[90%-100%];1.0
TestFailingMacro.MockMacroExecutionException;[90%-100%];1.0
TestFormatMacro;[90%-100%];1.0
TestInlineEditingMacro;[80%-90%];1.55
TestJarExtensionClassLoaderManager;[90%-100%];1.0
TestListener;[70%-80%];1.0
TestNestedMacro;[90%-100%];1.0
TestParser;[90%-100%];5.12
TestPriorityMacroTestRecursiveMacro;[90%-100%];1.0
TestResources;[90%-100%];1.0
TestSimpleInlineMacro;[90%-100%];1.55
TestSimpleMacro;[90%-100%];1.0
TestSyntaxWikiMacro;[30%-40%];1.0
TestTextMacro;[80%-90%];1.55
TestUtils;[80%-90%];1.55
TestUtils.RestTestUtils.ResourceAPI;[90%-100%];1.0
TestUtils.Session;[90%-100%];1.0
TestVersion;[70%-80%];1.0
TextAreaClass;[70%-80%];2.38
TextAreaClass.ContentType;[80%-90%];1.55
TextAreaClass.EditorType;[80%-90%];1.55
TextAreaMetaClass;[90%-100%];1.0
TextMimeBodyPartFactory;[90%-100%];1.55
TextPlainCommentReader;[90%-100%];1.0
TextPlainPageReader;[90%-100%];1.0
TextPlainPropertyReader;[90%-100%];1.0
TextPlainTagsReader;[90%-100%];1.0
TextSyntaxContentEditor;[90%-100%];1.0
ThemeApplicationWebHomePage;[90%-100%];1.0
ThemesAdministrationSectionPage;[30%-40%];1.55
ThreadLinkContextDataProvider;[90%-100%];1.0
ThumbnailatorImageProcessor;[60%-70%];2.65
TidyMessageLogger;[90%-100%];1.0
TikaUtils;[30%-40%];1.55
TimePeriodType;[80%-90%];1.55
TimedInterruptGroovyCompilationCustomizer;[90%-100%];1.0
TimezoneClass;[30%-40%];1.0
TimezoneMetaClass;[90%-100%];1.0
TocBlockFilter;[90%-100%];1.0
TocMacro;[90%-100%];1.55
TocMacroParameters;[90%-100%];1.0
TocTreeBuilder;[90%-100%];2.65
ToggleableFilterPreferenceDocumentInitializer;[90%-100%];1.0
TopLevelPageFilter;[30%-40%];1.55
TransactionException;[60%-70%];1.55
TransactionRunnable;[80%-90%];2.38
TransformationContext;[90%-100%];1.0
TransformationException;[30%-40%];1.0
TranslationDocumentClassInitializer;[90%-100%];1.0
TranslationMacro;[80%-90%];3.48
TranslationMacroParameters;[90%-100%];1.0
TranslationMarker;[90%-100%];1.0
TranslationMarker;[90%-100%];1.0
TranslationsTreeNode;[50%-60%];1.0
TreeBuilder;[70%-80%];2.65
TreeBuilder1;[90%-100%];3.2
TreeBuilder1.Slot;[90%-100%];1.0
TreeElement;[30%-40%];1.55
TreeNodeElement;[70%-80%];1.55
TreeParametersBuilder;[90%-100%];6.78
TreeScriptService;[60%-70%];3.2
TryCatchDirective;[70%-80%];2.65
TypeConverter;[70%-80%];3.2
TypedValue;[90%-100%];2.38
UIExtensionClassDocumentInitializer;[90%-100%];1.0
UNCResourceReferenceTypeParser;[90%-100%];1.0
UNCXHTMLLinkTypeRenderer;[90%-100%];1.0
URIClassLoader;[30%-40%];1.55
URLExtensionPropertySerializer;[40%-50%];1.55
URLResourceReferenceTypeParser;[90%-100%];1.55
URLStringEntityReferenceResolver;[90%-100%];1.0
URLStringEntityReferenceSerializerURLSymbolScheme;[90%-100%];1.0
URLTool;[90%-100%];3.2
UidStringEntityReferenceSerializer;[90%-100%];4.03
UndeleteAction;[80%-90%];3.2
UnderlineTagHandler;[90%-100%];1.0
UnifiedDiffConfiguration;[70%-80%];1.0
UnifiedDiffElement;[90%-100%];1.0
UnifiedDiffElement.Type;[90%-100%];1.0
UninstallException;[90%-100%];1.0
UninstallJob;[90%-100%];1.55
UninstallPlanJob;[80%-90%];2.65
UninstallRequest;[90%-100%];1.0
UniqueDocumentFilter;[90%-100%];4.85
UniqueIdFilter;[90%-100%];4.03
UnsupportedResourceReferenceException;[30%-40%];1.0
UntypedEventListener;[80%-90%];2.65
UntypedRecordableEventDescriptorComponentBuilder;[70%-80%];1.55
UnusedPagesPane;[90%-100%];1.0
UpdateRatingEvent;[20%-30%];1.0
UpdateReputationListener;[30%-40%];1.0
UpdatingRatingEvent;[20%-30%];1.0
UpgradePlanJob;[80%-90%];3.2
UploadAction;[30%-40%];8.98
UriBuilder;[70%-80%];5.12
UrlBase64BinaryStringEncoder;[90%-100%];1.0
UrlBase64BinaryStringEncoderTest;[90%-100%];1.0
UsedValuesListQueryBuilder.ViewableValueFilter;[10%-20%];1.55
User;[60%-70%];2.38
UserAvatarAttachmentExtractor;[80%-90%];2.65
UserAvatarMacro;[90%-100%];3.48
UserAvatarMacroParameters;[90%-100%];1.0
UserComponentManager;[80%-90%];1.55
UserComponentManagerFactory;[90%-100%];1.0
UserDirectoryPageUserEditorBindingsSource;[90%-100%];1.0
UserInstanceOutputFilterStream;[70%-80%];2.38
UserInstanceOutputFilterStreamFactory;[90%-100%];1.0
UserInstanceOutputProperties;[30%-40%];1.0
UserIterator;[80%-90%];2.65
UserPreferencesConfigurationSourceUserProfileNotificationFilterPreferenceProvider;[90%-100%];1.0
UserProfileNotificationPreferenceProvider;[60%-70%];1.0
UserScriptService;[90%-100%];1.0
UserSecurityReference;[90%-100%];1.0
UsersAdministrationSectionPage;[60%-70%];1.0
UsersAndGroupsMimeMessageFactory;[90%-100%];1.0
UsersAndGroupsMimeMessageIterator;[80%-90%];1.55
UsersAndGroupsSource;[80%-90%];1.55
UsersClassPropertyValuesProvider;[90%-100%];2.65
UsersMetaClass;[90%-100%];1.0
UsersMimeMessageFactory;[60%-70%];1.0
UsersMimeMessageIterator;[70%-80%];1.55
UsersParameterHandler;[80%-90%];3.2
Util;[40%-50%];1.0
Utils;[90%-100%];1.0
Utils;[30%-40%];3.2
VelocityBlock;[20%-30%];1.0
VelocityExecutionContextInitializer;[80%-90%];3.2
VelocityMacro;[80%-90%];3.2
VelocityMacroParameters;[90%-100%];1.0
VelocityMacroPermissionPolicy;[90%-100%];1.0
VelocityParser;[30%-40%];4.85
VelocityParserContext;[70%-80%];1.0
VelocityRenderer;[90%-100%];4.03
VerbatimBlock;[40%-50%];1.55
VfsAttachDriverRegistrationListener;[90%-100%];1.0
VfsException;[60%-70%];1.0
VfsResourceReference;[80%-90%];1.55
VfsResourceReferenceConverter;[60%-70%];3.2
VfsResourceReferenceHandler;[90%-100%];2.38
VfsResourceReferenceSerializer;[90%-100%];1.55
ViewAction;[80%-90%];2.38
ViewPage;[80%-90%];1.0
ViewThemePage;[60%-70%];1.0
ViewableAllowedDBListValueFilter;[80%-90%];4.3
ViewableQueryFilter;[90%-100%];3.48
VisibilityChartCustomizer;[30%-40%];4.03
VoidAttachmentVersioningStore;[80%-90%];1.0
VoidAttachmentVersioningStore.VoidAttachmentArchive;[30%-40%];1.0
VoidConfigurationSource;[40%-50%];1.0
VoidWikiPrinter;[60%-70%];1.0
WARBuilder;[70%-80%];2.65
WYSIWYGEditPage;[20%-30%];1.0
WarMojo;[80%-90%];1.55
WarningMessageMacro;[90%-100%];1.0
WatchListClassDocumentInitializer;[90%-100%];1.0
WatchListEventMimeMessageFactory;[90%-100%];1.0
WatchListJob;[70%-80%];1.55
WatchListJobClassDocumentInitializer;[90%-100%];1.0
WatchListMessageData;[90%-100%];1.0
WatchListMessageDataExtractor;[80%-90%];3.2
WatchListNotificationCacheListener;[80%-90%];4.03
WatchListScriptService;[60%-70%];1.55
WatchedLocationState;[90%-100%];1.0
WatchedUserReference;[20%-30%];1.0
WatchlistBridgeProvider;[20%-30%];3.2
WatchlistMacro;[80%-90%];1.55
WatchlistMacro.ExpectNoRemoveLinks;[80%-90%];1.55
WatchlistPreferencesEditPage;[50%-60%];1.0
WatchlistUserProfilePage;[70%-80%];1.0
WebDriverFactory;[50%-60%];5.95
WebJarsResourceReference;[70%-80%];1.55
WebJarsResourceReferenceHandler;[90%-100%];1.55
WebJarsScriptService;[80%-90%];2.65
WebjarsResourceReferenceSerializer;[90%-100%];1.0
WeeklyWatchListJobDocumentInitializerWelcomeDistributionStep;[90%-100%];1.0
WhiteSpaceContentAlterer;[90%-100%];1.0
WhiteSpaceFilter;[90%-100%];1.0
WikiAttachmentsResourceImpl;[90%-100%];1.0
WikiCandidateMemberClassInitializer;[90%-100%];1.0
WikiComponentException;[90%-100%];1.0
WikiComponentManager;[80%-90%];1.55
WikiComponentScope;[90%-100%];1.55
WikiCopiedEvent;[80%-90%];1.0
WikiCreateFailedEvent;[50%-60%];1.0
WikiCreatedEvent;[30%-40%];1.0
WikiCreatingEvent;[30%-40%];1.0
WikiCreationException;[80%-90%];1.55
WikiCreationJob;[90%-100%];1.55
WikiCreationRequest;[90%-100%];1.0
WikiDeletedEvent;[30%-40%];1.0
WikiDeletedListener;[80%-90%];1.55
WikiDeletedListener;[20%-30%];2.65
WikiDescriptor;[80%-90%];1.0
WikiDescriptorCache;[90%-100%];1.0
WikiDescriptorListener;[90%-100%];3.2
WikiDistributionWikiEventListener;[10%-20%];1.55
WikiDocument;[80%-90%];1.0
WikiEditPage;[80%-90%];1.55
WikiEditorBindingsSource;[90%-100%];1.0
WikiEmailNotificationRendererComponentBuilder;[30%-40%];1.0
WikiEmailNotificationRendererDocumentInitializer;[90%-100%];1.0
WikiEntityResourceReferenceResolver;[90%-100%];1.0
WikiEntityUtil.Entity;[90%-100%];1.0
WikiEventListener;[60%-70%];3.2
WikiFormat;[70%-80%];1.55
WikiInitializerJob;[80%-90%];1.55
WikiInitializerJobStatus;[90%-100%];1.0
WikiInitializerRequest;[70%-80%];1.0
WikiIntegrationTests;[90%-100%];1.0
WikiMacroClassDocumentInitializer;[90%-100%];1.0
WikiMacroDescriptor;[60%-70%];1.0
WikiMacroDescriptor.Builder;[90%-100%];1.0
WikiMacroEventListener;[80%-90%];2.65
WikiMacroException;[30%-40%];1.0
WikiMacroExecutionEventListener;[80%-90%];1.55
WikiMacroInitializerListener;[70%-80%];2.38
WikiMacroParameterClassDocumentInitializer;[90%-100%];1.0
WikiMacroParameterDescriptor;[50%-60%];1.0
WikiMacroParameters;[70%-80%];1.55
WikiMacroVisibility;[80%-90%];1.55
WikiManagerException;[30%-40%];1.0
WikiModelException;[30%-40%];1.0
WikiModelIntegrationTests;[90%-100%];1.0
WikiModelParserUtils;[70%-80%];1.55
WikiNamespace;[90%-100%];1.0
WikiNotificationDisplayer;[80%-90%];1.55
WikiNotificationDisplayerComponentBuilder;[90%-100%];1.0
WikiNotificationDisplayerDocumentInitializer;[90%-100%];1.0
WikiNotificationFilterDisplayerComponentBuilder;[10%-20%];1.55
WikiNotificationFilterDisplayerDocumentInitializer;[90%-100%];1.0
WikiNotificationPreferenceProvider;[30%-40%];1.55
WikiObjectReader;[80%-90%];5.95
WikiObjectReader.WikiObject;[80%-90%];4.03
WikiPageUtil;[20%-30%];4.03
WikiPagesResourceImpl;[80%-90%];10.08
WikiParameter;[70%-80%];2.65
WikiPreferencesConfigurationSource;[90%-100%];1.0
WikiPropertyGroup;[80%-90%];1.0
WikiPropertyGroupException;[90%-100%];1.0
WikiProvisionedEvent;[50%-60%];1.0
WikiProvisioningEventWikiProvisioningFailedEvent;[50%-60%];1.0
WikiProvisioningJobRequest;[30%-40%];1.0
WikiReader;[70%-80%];4.3
WikiReadyEvent;[30%-40%];1.0
WikiReference;[30%-40%];1.55
WikiReference;[90%-100%];1.55
WikiResourceImpl;[30%-40%];4.3
WikiScannerContext;[80%-90%];1.0
WikiScannerUtil;[80%-90%];4.85
WikiSearchResourceImpl;[70%-80%];3.2
WikiSkin;[90%-100%];1.0
WikiSkinUtils;[80%-90%];3.2
WikiStyle;[80%-90%];1.55
WikiTemplateClassDocumentInitializer;[90%-100%];1.0
WikiTemplateManagerException;[30%-40%];1.0
WikiTemplateManagerScript;[90%-100%];2.38
WikiTemplateMigration;[80%-90%];1.55
WikiTemplatePropertyGroup;[90%-100%];1.0
WikiTemplatePropertyGroupProvider;[70%-80%];4.3
WikiTreeNode;[80%-90%];2.65
WikiUIExtension;[90%-100%];1.0
WikiUIExtensionComponentBuilder;[80%-90%];3.2
WikiUIExtensionParameters;[90%-100%];4.85
WikiUserClassDocumentInitializer;[90%-100%];1.0
WikiUserConfiguration;[70%-80%];1.0
WikiUserManagerException;[30%-40%];1.0
WikiUserManagerScriptServiceException;[30%-40%];1.0
WikiWriter;[70%-80%];1.0
WikisResourceImpl;[80%-90%];5.95
WordBlock;[60%-70%];1.55
WorkspacesMigration;[80%-90%];2.38
WrappedScriptCaptcha;[50%-60%];1.55
WrappedThreadEventListener;[90%-100%];1.0
WrappingCoreExtension;[20%-30%];1.0
WrappingDirectoryStream;[60%-70%];1.0
WrappingInstalledExtension;[50%-60%];1.0
WrappingLocalExtension;[90%-100%];1.0
WrappingQuery;[30%-40%];1.0
WrappingRatingExtension;[70%-80%];1.55
WrappingRemoteExtension;[70%-80%];1.55
WrappingWikiPrinter;[70%-80%];1.0
WriterWikiPrinter;[40%-50%];1.0
WysiwygEditorScriptService;[50%-60%];2.38
WysiwygHTMLCleaner;[20%-30%];1.0
X509CertificateGenerationParameters;[90%-100%];1.0
X509CertificateIssuerAndSerialQueryX509CertificateKeyIdentifierQuery;[80%-90%];1.55
X509CertificateParameters;[90%-100%];1.0
X509CertificateProvider;[30%-40%];1.0
X509CertificateReferenceIssuerAndSerialQuery;[90%-100%];1.55
X509CertificateReferenceKeyIdentifierQuery;[90%-100%];1.55
X509CertificateWikiStore;[80%-90%];1.55
X509DirectoryName;[70%-80%];1.55
X509DnsName;[80%-90%];1.0
X509IpAddress;[80%-90%];2.38
X509KeyFileSystemStore;[70%-80%];4.03
X509KeyWikiStore;[80%-90%];3.2
X509Rfc822Name;[80%-90%];1.55
XARAttachmentModel;[90%-100%];1.0
XARClassModel;[90%-100%];1.0
XARDocumentModel;[90%-100%];1.0
XARFilterUtils.EventParameter;[90%-100%];1.0
XARInputFilterStream;[80%-90%];3.48
XARInputFilterStreamFactory;[90%-100%];1.0
XARInputProperties;[70%-80%];1.0
XARObjectModel;[90%-100%];1.0
XAROutputFilterStream;[80%-90%];3.48
XAROutputFilterStreamFactory;[90%-100%];1.0
XAROutputProperties;[90%-100%];1.0
XARWikiWriter;[70%-80%];2.65
XClassBreakingQuestion;[60%-70%];1.55
XClassDeletingListener;[70%-80%];4.85
XClassMigratorListener;[90%-100%];3.2
XClassPropertyAddedEvent;[90%-100%];1.0
XClassPropertyDeletedEvent;[90%-100%];1.0
XClassPropertyUpdatedEvent;[90%-100%];1.0
XClassRelativeStringEntityReferenceResolver;[80%-90%];3.2
XDOM;[70%-80%];1.0
XDOMEditorConfiguration;[90%-100%];3.2
XDOMGeneratorListener;[70%-80%];1.55
XDOMXMLChainingStreamRenderer;[30%-40%];1.55
XDOMXMLChainingStreamRenderer;[20%-30%];1.55
XDOMXMLContentHandlerStreamParser;[30%-40%];1.0
XDOMXMLContentHandlerStreamParser;[70%-80%];2.38
XDOMXMLContentHandlerStreamRenderer;[70%-80%];1.0
XDOMXMLParser;[90%-100%];1.0
XDOMXMLParser;[90%-100%];1.0
XDOMXMLRenderer;[90%-100%];1.0
XDOMXMLRenderer;[90%-100%];1.0
XHTMLBlockRenderer;[90%-100%];1.0
XHTMLMacroRenderer;[90%-100%];1.55
XHTMLOfficeDocument;[70%-80%];1.0
XHTMLParser;[80%-90%];1.55
XHTMLRenderer;[90%-100%];1.0
XHTMLRendererFactory;[90%-100%];1.0
XHTMLWhitespaceXMLFilter;[80%-90%];2.65
XHTMLWhitespaceXMLFilter.Event;[90%-100%];1.0
XHTMLWikiPrinter;[80%-90%];1.55
XHTMLWriter;[90%-100%];1.0
XHTMLXWikiGeneratorListener;[90%-100%];2.65
XIPMojo;[80%-90%];1.55
XMLAttributeValueFilter;[90%-100%];1.0
XMLConfiguration;[90%-100%];1.0
XMLFilterElementParametersConverter;[90%-100%];1.0
XMLInputFilterFactory;[40%-50%];1.55
XMLInputFilterStreamUtils;[60%-70%];2.65
XMLInputProperties;[90%-100%];1.0
XMLOutputFilterFactory;[90%-100%];1.55
XMLOutputFilterStreamUtils;[80%-90%];2.65
XMLOutputProperties;[90%-100%];1.0
XMLScriptService;[80%-90%];1.55
XMLTreeMarshaller;[80%-90%];2.65
XMLTreeMarshallingStrategy;[90%-100%];1.0
XMLTreeUnmarshaller;[70%-80%];1.55
XMLUtils;[80%-90%];3.2
XMLWriter;[90%-100%];1.0
XMLWriter;[30%-40%];1.55
XMLWriter;[60%-70%];1.55
XMLWriter.LastCharWriter;[90%-100%];1.0
XObjectAddedEvent;[90%-100%];1.0
XObjectDeletedEvent;[90%-100%];1.0
XObjectEventGeneratorListener;[90%-100%];2.65
XObjectPropertyAddedEvent;[90%-100%];1.0
XObjectPropertyDeletedEvent;[90%-100%];1.0
XObjectPropertyUpdatedEvent;[90%-100%];1.0
XObjectUpdatedEvent;[90%-100%];1.0
XStreamParameterManager;[70%-80%];3.48
XStreamUtils;[80%-90%];2.38
XWQLQueryExecutor;[70%-80%];3.2
XWiki;[30%-40%];2.38
XWiki;[50%-60%];1.55
XWiki20Parser;[90%-100%];1.0
XWiki20ResourceReferenceTypeSerializer;[90%-100%];1.0
XWiki21Parser;[90%-100%];1.0
XWiki21ParserTest;[90%-100%];1.0
XWiki21XWikiGeneratorListener;[90%-100%];4.03
XWikiAPTSink;[90%-100%];1.0
XWikiAction;[60%-70%];5.68
XWikiAllGroupDocumentInitializer;[90%-100%];4.03
XWikiAnnotationRightService;[60%-70%];1.55
XWikiAttachment;[80%-90%];2.38
XWikiAttachmentArchive;[30%-40%];2.38
XWikiAttachmentEventGenerator;[80%-90%];8.98
XWikiAttachmentOutputFilterStream;[70%-80%];6.78
XWikiAttachmentURILabelGenerator;[90%-100%];1.0
XWikiAuthServiceImpl;[30%-40%];8.15
XWikiAuthentication;[80%-90%];3.48
XWikiAuthenticator;[90%-100%];1.0
XWikiCacheManagerConfiguration;[90%-100%];1.0
XWikiCacheStore;[60%-70%];1.0
XWikiCachingRightService;[70%-80%];2.65
XWikiCachingRightService.ActionMap;[90%-100%];1.0
XWikiCommentHandler;[90%-100%];3.48
XWikiCommentsDocumentInitializer;[90%-100%];1.0
XWikiConfig;[30%-40%];1.55
XWikiContext;[70%-80%];1.55
XWikiContextCacheKeyFactory;[90%-100%];1.0
XWikiContextContextStore;[70%-80%];3.2
XWikiContextCopier;[90%-100%];3.2
XWikiContextInitializationFilter;[80%-90%];2.38
XWikiContextProvider;[90%-100%];3.2
XWikiCriteriaServiceImpl;[50%-60%];1.0
XWikiDBVersion;[80%-90%];1.0
XWikiDOMSerializer;[70%-80%];5.12
XWikiDateTool;[90%-100%];1.0
XWikiDefaultPlugin;[40%-50%];1.0
XWikiDefaultURLFactory;[60%-70%];1.0
XWikiDeletedDocument;[70%-80%];1.55
XWikiDismaxQParserPlugin;[80%-90%];2.65
XWikiDivTagHandler;[90%-100%];1.55
XWikiDocBookSink;[90%-100%];1.0
XWikiDockerExtension;[80%-90%];1.55
XWikiDocument;[60%-70%];2.38
XWikiDocument.XWikiAttachmentToRemove;[50%-60%];1.0
XWikiDocumentFilterCollection;[90%-100%];1.0
XWikiDocumentFilterUtils;[70%-80%];2.65
XWikiDocumentLocaleEventGenerator;[70%-80%];7.33
XWikiDocumentMergerConfiguration;[80%-90%];1.0
